20210704154545,34.684385,135.80841
,adress,rssi,uuid
0,00:a0:50:52:e3:df,-82,null
1,54:bc:8d:55:a5:5f,-93,null
2,4e:62:5f:49:98:e4,-86,null
3,00:a0:50:53:46:57,-91,null
4,62:d3:cf:54:f4:ce,-87,null
5,53:d1:a6:1c:d5:3e,-80,0000fd6f-0000-1000-8000-00805f9b34fb
6,75:7b:10:c7:01:d5,-96,null
7,7e:88:89:8d:07:6f,-83,null
8,49:bd:12:5d:bb:12,-80,null
9,0e:20:57:85:18:c1,-79,0000fd6f-0000-1000-8000-00805f9b34fb
10,72:9c:d5:37:9c:07,-89,null
11,7a:b7:dd:b2:94:42,-97,null
12,6d:f6:60:54:9f:92,-94,null
13,ed:51:3d:bf:73:7c,-97,null
14,58:e8:f5:7d:b9:fa,-96,null
15,61:82:15:4a:80:71,-98,null
16,30:c9:ab:be:2f:32,-93,null
17,47:ad:8c:bd:0b:a3,-96,null
18,3c:2f:09:7f:93:aa,-97,0000fd6f-0000-1000-8000-00805f9b34fb
19,cc:fa:db:2c:a2:54,-82,null
20,40:fd:ee:97:97:51,-96,null
21,db:05:18:ac:1a:5b,-97,null
22,68:ad:42:27:f1:6f,-92,null
23,46:f6:e1:b6:4e:83,-96,null
24,44:c1:a8:4a:4e:9a,-95,null
25,66:e4:59:fe:af:96,-90,null
