20210704111149,34.684385,135.79785166666667
,adress,rssi,uuid
0,70:98:7c:c4:25:0b,-78,null
1,00:a0:50:52:e3:df,-70,null
2,58:7f:66:2b:66:47,-86,null
3,6c:d2:ae:7c:81:94,-81,null
4,72:fd:f8:ba:d3:1e,-89,null
5,06:8c:ab:c2:23:7b,-86,null
6,58:2e:3c:35:bc:d8,-94,null
7,6d:66:3d:c3:99:a4,-85,null
8,70:8d:90:40:1d:1c,-91,null
9,30:d6:4d:8c:3f:ff,-90,null
10,6d:d7:db:55:6f:39,-88,null
11,3e:09:c2:8d:ab:b7,-86,null
12,5e:72:9f:ae:e5:6b,-95,null
13,28:11:a5:50:f3:f2,-60,null
14,24:9c:7b:dd:7f:ac,-87,null
15,32:84:48:87:14:90,-96,null
16,0e:49:28:c4:8b:53,-92,null
17,14:56:9a:21:06:f6,-98,null
18,7c:dc:d6:54:02:66,-90,null
19,63:46:a3:2a:ec:8e,-85,null
20,20:ec:07:e6:05:e2,-90,null
21,5b:fa:81:a9:a0:60,-93,null
22,2b:9d:c0:44:7c:af,-86,null
23,4d:43:75:0b:1b:08,-77,null
24,62:1e:a5:eb:0f:86,-93,null
25,7c:5f:a6:bc:a4:c8,-96,null
26,62:37:e0:fd:46:1f,-86,null
27,02:9c:0c:58:f0:b3,-75,null
28,6f:08:1f:57:90:ad,-89,null
29,60:17:37:f1:f9:93,-94,null
30,43:c1:4b:79:95:d4,-98,null
31,67:f3:f5:7d:1e:fb,-94,null
32,6b:e7:b7:b5:73:76,-92,null
33,11:41:ca:a7:64:13,-86,null
34,35:b8:f1:cc:16:07,-90,null
35,78:64:8d:ef:91:45,-93,null
36,53:9e:03:5f:18:a5,-88,null
37,56:ea:be:41:a6:0f,-89,null
38,45:1e:d6:22:9f:e9,-97,null
39,4f:6d:c4:45:61:25,-96,null
40,78:d8:06:08:2c:f2,-87,null
41,61:2d:30:cf:82:c2,-83,null
42,0e:a0:f4:a3:24:05,-87,null
43,54:ce:61:a4:0b:bc,-92,null
44,0a:9d:3a:c6:e8:8b,-102,null
45,60:e1:60:58:1b:c6,-93,null
46,19:2f:06:0e:3d:79,-93,null
47,6e:5f:9e:f1:5a:82,-88,null
48,57:fe:4e:76:fd:27,-85,null
49,55:c6:68:0e:d1:6c,-98,null
50,06:0b:c6:c2:51:a4,-98,0000fd6f-0000-1000-8000-00805f9b34fb
51,1e:ac:e7:4e:45:3a,-92,0000fd6f-0000-1000-8000-00805f9b34fb
52,2d:ed:e0:95:a9:c6,-98,null
53,07:d8:56:74:d4:1e,-83,null
54,12:58:1b:06:31:d6,-91,0000fd6f-0000-1000-8000-00805f9b34fb
55,35:96:be:bf:02:5f,-96,null
56,47:0d:d5:49:8f:26,-87,null
57,40:99:17:7a:ee:f3,-90,null
58,11:0f:cc:72:46:48,-82,0000fd6f-0000-1000-8000-00805f9b34fb
59,2c:42:0b:e7:1c:cf,-97,0000fd6f-0000-1000-8000-00805f9b34fb
60,41:22:6e:ec:8f:dd,-96,null
61,39:cf:a7:75:f1:d6,-85,null
62,1a:2b:01:a8:11:2f,-93,null
63,01:c4:01:6b:19:15,-93,null
64,38:ba:96:b1:b8:47,-96,null
65,0a:fe:43:60:4d:ce,-93,null
66,08:33:2d:46:1f:56,-87,0000fd6f-0000-1000-8000-00805f9b34fb
67,11:fa:7d:a7:5e:ff,-87,null
68,4b:b0:d9:07:ad:1d,-94,null
69,65:8a:0d:d9:53:60,-83,null
70,7b:5f:6c:cd:2e:0c,-88,null
71,7b:0d:23:a2:d1:5b,-94,null
72,3f:88:16:27:a5:14,-93,null
73,48:ac:e9:81:6d:6e,-98,null
74,28:11:a5:50:e2:42,-67,null
75,40:11:1b:7f:d9:ed,-94,null
76,56:8f:c5:74:94:84,-99,null
77,1b:c3:60:35:d1:2a,-88,null
78,63:06:65:a5:45:93,-96,null
79,0b:80:39:f4:72:3e,-85,0000fd6f-0000-1000-8000-00805f9b34fb
80,7b:98:e3:bc:b0:43,-88,null
81,2e:92:f9:56:8f:ee,-93,null
82,0e:38:08:eb:10:5b,-91,0000fd6f-0000-1000-8000-00805f9b34fb
83,5a:8a:d2:3f:ac:03,-92,null
84,59:62:f8:f5:3e:c9,-86,null
85,65:f8:23:d5:e9:4e,-88,null
86,79:05:69:4a:ee:82,-91,null
87,76:c8:6e:4c:42:35,-94,null
88,53:c2:68:55:e0:1a,-94,null
89,35:0f:8d:b2:9a:00,-89,0000fd6f-0000-1000-8000-00805f9b34fb
90,4f:8d:01:03:39:6a,-97,null
91,04:9b:69:33:13:61,-89,0000fd6f-0000-1000-8000-00805f9b34fb
92,5a:0f:f1:1e:92:58,-87,null
93,47:8e:93:f5:f9:14,-93,null
94,71:4e:25:55:89:e0,-92,null
95,6f:90:7a:84:63:58,-93,null
96,04:c2:bd:48:7b:93,-96,null
97,1d:e0:94:a5:cd:ff,-91,null
98,22:72:19:1c:28:1b,-95,null
99,65:73:87:b2:2d:aa,-96,null
100,70:8e:a1:ae:d3:88,-95,null
101,28:3f:f5:9c:6b:c6,-89,null
102,2d:21:ee:11:48:63,-93,0000fd6f-0000-1000-8000-00805f9b34fb
103,16:dc:00:d3:b0:47,-92,null
104,73:0e:3c:bf:e5:6a,-95,null
105,60:e5:9d:1e:9b:7d,-95,null
