20210704101832,34.68442666666667,135.81175666666667
,adress,rssi,uuid
0,ff:41:b3:b7:f6:35,-85,null
1,00:a0:50:1d:4a:ce,-68,null
2,e8:e4:ca:41:84:5e,-85,null
3,17:46:ec:98:51:64,-96,0000fd6f-0000-1000-8000-00805f9b34fb
4,73:9e:67:db:73:d3,-89,null
5,7b:e8:f7:7e:7a:af,-93,null
6,44:82:d4:87:a2:48,-82,null
7,7b:9c:eb:16:d8:e0,-85,null
8,55:f6:51:16:c2:f6,-64,null
9,07:da:e7:21:3f:5d,-91,null
10,6b:17:6e:0f:f1:86,-87,null
11,54:89:83:91:9b:d9,-90,null
12,4c:df:e6:4e:5d:78,-77,null
13,50:25:ba:36:84:42,-93,null
14,20:4a:89:8a:02:c5,-62,0000fd6f-0000-1000-8000-00805f9b34fb
15,79:da:d7:32:41:bc,-82,null
16,4e:3a:14:49:2a:c8,-97,null
17,5b:90:4b:11:99:df,-89,null
18,5c:5b:6a:3a:74:22,-61,null
19,11:72:23:71:5b:f7,-91,0000fd6f-0000-1000-8000-00805f9b34fb
20,7a:91:de:29:8e:d7,-84,null
21,5c:5c:54:ea:84:da,-81,null
22,32:ec:02:6e:14:7a,-78,0000fd6f-0000-1000-8000-00805f9b34fb
23,7a:e2:cc:d7:4f:8a,-73,null
24,79:7d:f5:3b:35:c3,-89,null
25,0f:52:5d:7b:98:dc,-90,0000fd6f-0000-1000-8000-00805f9b34fb
26,42:26:b4:b6:ff:24,-89,null
27,0d:95:b8:e7:ea:d6,-90,0000fd6f-0000-1000-8000-00805f9b34fb
28,1a:5a:46:45:83:1a,-89,0000fd6f-0000-1000-8000-00805f9b34fb
29,5d:13:e4:4f:c5:fb,-97,null
30,28:3f:d7:72:de:c9,-99,null
31,d4:17:8a:85:de:68,-54,null
32,44:2e:b5:c4:30:6d,-85,null
33,34:7c:2d:37:e4:35,-90,0000fd6f-0000-1000-8000-00805f9b34fb
34,75:f9:e5:6d:04:3f,-95,null
35,48:7a:72:01:e6:54,-93,null
36,7c:71:5d:e0:ac:66,-97,null
37,c3:82:06:23:24:4d,-97,null
38,41:de:95:29:f1:c1,-87,null
39,fa:3f:94:39:42:56,-94,null
40,75:c0:4a:93:94:2f,-97,null
41,44:32:78:fc:85:06,-96,null
42,78:5b:e7:4c:c7:d2,-92,null
43,41:aa:55:f8:ca:d1,-100,null
44,6a:f0:b2:9d:8b:71,-95,null
