20210704100058,34.684466666666665,135.83205833333332
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-73,null
1,1b:c9:9e:bb:62:3c,-88,null
2,5e:bc:e7:ba:23:9b,-97,null
3,21:0b:29:7c:a2:7b,-56,0000fd6f-0000-1000-8000-00805f9b34fb
4,6d:10:c8:a9:d3:be,-46,null
5,7e:85:ab:1b:57:a7,-98,null
6,64:6d:68:c5:90:37,-91,null
7,4f:89:e7:09:14:13,-78,null
8,44:96:1f:4f:83:57,-90,null
9,4c:22:d8:54:23:9b,-79,null
10,51:25:b4:88:80:67,-95,null
11,20:14:7f:8d:ea:5d,-94,0000fd6f-0000-1000-8000-00805f9b34fb
12,4b:de:ab:27:07:78,-74,null
13,6f:99:c0:6e:19:f2,-91,null
14,4e:af:84:aa:c6:cf,-84,null
15,17:93:04:37:06:a8,-95,0000fd6f-0000-1000-8000-00805f9b34fb
16,7c:6a:31:b8:ed:8e,-88,null
17,72:44:bd:eb:75:d1,-96,null
18,40:03:8c:60:59:3b,-99,null
19,71:e0:cf:bd:a8:24,-89,null
20,75:20:c8:4e:d6:cd,-96,null
21,74:71:ac:7e:54:ca,-99,null
22,4e:6d:28:0a:43:48,-98,null
23,6a:b3:04:47:2b:24,-97,null
24,71:2a:17:37:15:00,-93,null
25,55:7b:37:86:26:38,-95,null
26,10:77:e1:8e:e5:34,-93,null
27,77:e9:29:b5:9d:ae,-100,null
