20210701151228,34.693216666666665,135.782225
,adress,rssi,uuid
0,5e:90:14:69:f3:d4,-93,null
1,78:89:a9:ee:1d:d3,-84,null
2,28:11:a5:cb:cf:bd,-88,null
3,00:a0:50:53:77:0c,-66,null
4,7a:6b:1d:cc:c1:8f,-84,null
5,42:c0:f2:d7:67:d4,-55,null
6,27:3b:a9:a4:0a:1c,-92,0000fd6f-0000-1000-8000-00805f9b34fb
7,6a:6a:6a:8b:1c:d4,-89,null
8,6e:f2:ce:9d:e5:b8,-89,null
9,15:e6:eb:d1:51:f5,-86,0000fd6f-0000-1000-8000-00805f9b34fb
10,d5:58:39:db:bd:5c,-90,null
11,4b:e3:8f:a4:84:0e,-92,null
12,6d:4b:59:0b:f1:87,-96,null
13,45:d8:58:49:f6:25,-88,null
14,33:aa:61:6f:8b:f7,-92,0000fd6f-0000-1000-8000-00805f9b34fb
15,7c:f3:8b:3f:bc:55,-92,null
16,28:11:a5:cb:f2:58,-90,null
17,e2:e6:56:33:0d:23,-87,null
18,00:f2:e8:a0:01:d8,-94,0000fd6f-0000-1000-8000-00805f9b34fb
19,7c:3e:de:60:a3:c5,-96,null
20,59:01:96:ee:fe:67,-99,null
21,2f:59:be:f2:e5:63,-101,null
22,59:d3:38:7e:c0:b9,-97,null
