20210701151244,34.693216666666665,135.782225
,adress,rssi,uuid
0,00:a0:50:53:77:0c,-70,null
1,78:89:a9:ee:1d:d3,-86,null
2,4d:bf:66:b7:31:65,-91,null
3,2f:59:be:f2:e5:63,-95,null
4,42:c0:f2:d7:67:d4,-57,null
5,6b:05:0e:a3:4a:45,-97,null
6,5f:1b:36:9f:41:94,-86,null
7,79:38:02:59:80:8c,-98,null
8,28:11:a5:cb:f2:58,-88,null
9,6e:f2:ce:9d:e5:b8,-88,null
10,d4:36:39:ba:bf:4c,-96,null
11,7a:6b:1d:cc:c1:8f,-89,null
12,4f:17:fd:e8:62:0f,-91,null
13,d4:36:39:ba:c1:d3,-91,null
14,27:3b:a9:a4:0a:1c,-80,0000fd6f-0000-1000-8000-00805f9b34fb
15,6a:6a:6a:8b:1c:d4,-84,null
16,59:01:96:ee:fe:67,-90,null
17,41:aa:c8:4f:64:f1,-92,null
18,15:e6:eb:d1:51:f5,-90,0000fd6f-0000-1000-8000-00805f9b34fb
19,45:d8:58:49:f6:25,-81,null
20,7c:3e:de:60:a3:c5,-96,null
21,28:11:a5:cb:cf:bd,-88,null
22,6f:49:a2:64:cd:2c,-91,null
23,00:f2:e8:a0:01:d8,-88,0000fd6f-0000-1000-8000-00805f9b34fb
24,f3:85:80:87:df:89,-97,null
25,22:b9:2d:2e:be:ed,-97,null
26,68:13:81:14:77:f1,-93,null
