20210701100925,34.68431833333333,135.80503833333333
,adress,rssi,uuid
0,d4:9d:c0:7d:0c:c1,-88,null
1,61:53:44:42:34:17,-95,null
2,00:a0:50:53:77:0c,-63,null
3,d4:9d:c0:7d:28:5d,-82,null
4,08:14:a8:ad:7e:a3,-85,null
5,6c:ec:ec:98:c1:12,-90,null
6,01:ce:bf:f9:4c:9a,-99,null
7,7c:6c:e8:b9:bc:de,-89,null
8,d4:9d:c0:7d:11:91,-86,null
9,2e:fb:3c:30:90:01,-89,null
10,44:a8:bd:4f:7f:74,-88,null
11,00:c3:f4:82:dc:5e,-91,null
12,d4:9d:c0:7d:30:39,-76,null
13,5e:8a:19:1e:5c:6e,-95,null
14,0a:a6:ee:57:16:53,-91,null
15,48:71:35:d0:e6:bf,-86,null
16,27:77:75:af:2d:e4,-92,null
17,33:60:7f:45:f1:e2,-89,null
18,05:9c:69:7f:59:01,-95,null
19,d4:9d:c0:7b:e2:1f,-90,null
20,35:82:56:8c:28:f9,-88,null
21,74:dd:9f:81:39:b1,-90,null
22,61:e4:46:0c:77:7f,-94,null
23,48:31:23:59:f1:8d,-85,null
24,4d:56:9b:ae:2a:9c,-82,null
25,10:8c:2c:f7:65:c5,-88,0000fd6f-0000-1000-8000-00805f9b34fb
26,d4:9d:c0:7d:08:71,-83,null
27,7e:cc:f5:bd:c7:e6,-87,null
28,2d:c7:98:dc:17:ed,-95,null
29,4f:95:58:35:d8:7d,-97,null
30,00:c3:f4:82:d6:6e,-84,null
31,2e:0c:ba:25:2b:60,-80,null
32,16:51:97:11:e3:5d,-95,null
33,d4:9d:c0:7d:34:25,-90,null
34,55:de:df:9d:df:7b,-92,null
35,3f:cc:0b:0f:ad:0c,-86,0000fd6f-0000-1000-8000-00805f9b34fb
36,20:61:d4:a1:ef:18,-93,null
37,12:9d:07:c6:a7:96,-86,null
38,d4:9d:c0:7d:1e:1f,-92,null
39,24:b5:03:f6:fa:da,-97,null
40,20:04:28:9c:14:e2,-96,null
41,2f:99:32:c5:55:d8,-78,0000fd6f-0000-1000-8000-00805f9b34fb
42,00:c3:f4:70:93:a3,-91,null
43,38:5e:85:9a:40:86,-91,null
44,2c:37:01:67:ef:4d,-89,null
45,d4:9d:c0:7d:1f:5f,-79,null
46,7c:4c:bb:4a:d1:84,-96,null
47,b8:bc:5b:eb:28:43,-77,null
48,d4:9d:c0:7d:1f:51,-90,null
49,2c:23:f9:de:ea:21,-93,null
50,66:57:fc:0a:72:78,-88,null
51,00:c3:f4:70:99:0f,-93,null
52,13:26:ea:e1:24:a8,-98,null
53,d4:9d:c0:7d:31:d5,-90,null
54,1b:73:53:26:0b:c0,-96,null
55,19:8b:89:07:58:89,-84,null
56,64:38:53:d6:04:1a,-89,null
57,0e:83:5d:da:ab:70,-89,null
58,d4:9d:c0:7c:fe:37,-90,null
59,18:89:da:0d:4a:3d,-96,null
60,00:c3:f4:70:96:a3,-86,null
61,d4:9d:c0:7c:bd:77,-86,null
62,57:52:e9:41:a5:ee,-91,null
63,3f:1a:4b:fd:ca:41,-85,null
64,d4:9d:c0:7d:20:ef,-91,null
65,21:bf:45:f2:d1:ef,-91,0000fd6f-0000-1000-8000-00805f9b34fb
66,13:3d:18:2d:88:b4,-95,0000fd6f-0000-1000-8000-00805f9b34fb
67,48:39:d0:3d:cd:10,-93,null
68,00:c3:f4:70:95:39,-93,null
69,00:c3:f4:70:92:03,-98,null
70,43:54:3f:f2:9f:cc,-92,null
71,06:f1:64:eb:ff:ab,-90,null
72,5c:b7:16:6f:ea:8b,-90,null
73,29:8a:11:4c:4a:60,-94,null
74,3b:62:a0:25:21:50,-90,null
75,d4:9d:c0:7c:fe:d3,-92,null
76,00:c3:f4:81:54:e6,-93,null
77,2a:31:e3:b1:2d:61,-95,0000fd6f-0000-1000-8000-00805f9b34fb
78,c3:b2:85:e9:ee:a7,-97,null
79,44:50:d8:a3:b8:e3,-90,null
80,7b:09:af:a5:8d:dc,-91,null
81,00:c3:f4:82:db:e8,-97,null
82,00:c3:f4:82:db:ea,-95,null
83,24:fc:e5:7c:81:95,-91,null
84,00:c3:f4:82:d7:0a,-85,null
85,0f:e8:88:2a:46:26,-95,null
86,5b:55:7e:0a:2b:b5,-94,null
87,d4:9d:c0:7d:09:95,-96,null
88,41:60:1d:2e:9f:5c,-94,null
89,b8:bc:5b:eb:28:25,-95,null
90,2c:41:a1:5e:bd:e6,-84,null
91,5e:c8:c3:af:44:16,-90,null
92,21:9d:ba:a3:7a:2c,-91,0000fd6f-0000-1000-8000-00805f9b34fb
93,17:e8:48:0b:8a:03,-91,null
94,40:2f:98:b8:7e:f8,-92,null
95,32:97:5a:35:1f:d8,-84,0000fd6f-0000-1000-8000-00805f9b34fb
96,1b:2f:4c:71:7d:80,-95,null
97,00:c3:f4:82:db:b8,-88,null
98,48:65:2a:8f:b4:c0,-95,null
99,00:c3:f4:70:97:db,-97,null
100,37:a6:5d:d1:36:4c,-95,null
101,3a:9d:81:35:54:ce,-92,null
